36.061237,-79.894475,1579209133993.540771,36.061237,-79.894475
36.061154,-79.895449,1579209134993.521729,36.061162,-79.895354
36.061061,-79.893322,1579209135993.502197,36.061071,-79.893513
36.060943,-79.892194,1579209136993.482666,36.060955,-79.892318
36.060821,-79.895065,1579209137993.463623,36.060834,-79.894807
36.060727,-79.893942,1579209138993.443604,36.060737,-79.894023
36.060622,-79.893840,1579209139993.424072,36.060633,-79.893857
36.060526,-79.893720,1579209140993.405273,36.060536,-79.893732
36.060434,-79.893611,1579209141993.385254,36.060443,-79.893623
36.060339,-79.894501,1579209142993.366455,36.060349,-79.894419
36.060246,-79.892397,1579209143993.347168,36.060256,-79.892587
36.060154,-79.894292,1579209144993.327148,36.060163,-79.894132
36.060065,-79.892191,1579209145993.308105,36.060075,-79.892374
